ENSEMBL,ENSEMBL_mice
ENSG00000151743,ENSMUSG00000068250
ENSG00000132128,ENSMUSG00000028703
ENSG00000124257,ENSMUSG00000039873
ENSG00000168300,ENSMUSG00000051285
ENSG00000203880,ENSMUSG00000027589
ENSG00000144021,ENSMUSG00000003662
ENSG00000143207,ENSMUSG00000040782
ENSG00000139990,ENSMUSG00000049106
ENSG00000136485,ENSMUSG00000049354
ENSG00000132716,ENSMUSG00000026554
ENSG00000122741,ENSMUSG00000035572
ENSG00000100897,ENSMUSG00000022214
ENSG00000164934,ENSMUSG00000022300
ENSG00000134574,ENSMUSG00000002109
ENSG00000143476,ENSMUSG00000037474
ENSG00000074266,ENSMUSG00000030619
ENSG00000049167,ENSMUSG00000021694
ENSG00000172354,ENSMUSG00000029713
ENSG00000105447,ENSMUSG00000053801
ENSG00000140854,ENSMUSG00000031787
ENSG00000073536,ENSMUSG00000020692
ENSG00000139323,ENSMUSG00000019952
ENSG00000136045,ENSMUSG00000001785
ENSG00000117222,ENSMUSG00000026439
ENSG00000060688,ENSMUSG00000074088
ENSG00000196781,ENSMUSG00000008305
ENSG00000065717,ENSMUSG00000034771
ENSG00000140332,ENSMUSG00000032280
ENSG00000196363,ENSMUSG00000026917
ENSG00000196981,ENSMUSG00000034379
ENSG00000140395,ENSMUSG00000061559
ENSG00000092470,ENSMUSG00000027242
ENSG00000164091,ENSMUSG00000020257
ENSG00000185798,ENSMUSG00000022787
ENSG00000185658,ENSMUSG00000022914
ENSG00000146247,ENSMUSG00000032253
ENSG00000143164,ENSMUSG00000026571
ENSG00000145041,ENSMUSG00000040325
ENSG00000007168,ENSMUSG00000020745
ENSG00000122692,ENSMUSG00000028409
ENSG00000142784,ENSMUSG00000037622
ENSG00000113851,ENSMUSG00000005362
ENSG00000132017,ENSMUSG00000037103
ENSG00000130311,ENSMUSG00000074247
ENSG00000140543,ENSMUSG00000030610
ENSG00000100991,ENSMUSG00000038324
ENSG00000115827,ENSMUSG00000041966
ENSG00000169905,ENSMUSG00000050565
ENSG00000064726,ENSMUSG00000025103
ENSG00000222009,ENSMUSG00000073771
ENSG00000133243,ENSMUSG00000003344
ENSG00000132640,ENSMUSG00000062098
ENSG00000184887,ENSMUSG00000002803
ENSG00000011114,ENSMUSG00000041702
ENSG00000183826,ENSMUSG00000062202
ENSG00000185972,ENSMUSG00000070999
ENSG00000171617,ENSMUSG00000041773
ENSG00000261609,ENSMUSG00000052557
ENSG00000197429,ENSMUSG00000028696
ENSG00000116679,ENSMUSG00000023150
ENSG00000187715,ENSMUSG00000033182
ENSG00000170852,ENSMUSG00000059486
ENSG00000182359,ENSMUSG00000025893
ENSG00000123444,ENSMUSG00000005505
ENSG00000163376,ENSMUSG00000030031
ENSG00000150361,ENSMUSG00000022076
ENSG00000161594,ENSMUSG00000001558
ENSG00000178502,ENSMUSG00000048732
ENSG00000117153,ENSMUSG00000026455
ENSG00000003096,ENSMUSG00000036782
ENSG00000197705,ENSMUSG00000042514
ENSG00000174010,ENSMUSG00000043929
ENSG00000187961,ENSMUSG00002076083
ENSG00000114648,ENSMUSG00000054792
ENSG00000109466,ENSMUSG00000031605
ENSG00000162413,ENSMUSG00000073700
ENSG00000213160,ENSMUSG00000042155
ENSG00000183655,ENSMUSG00000055652
ENSG00000167487,ENSMUSG00000055707
ENSG00000179454,ENSMUSG00000020948
ENSG00000119771,ENSMUSG00000020627
ENSG00000146021,ENSMUSG00000014164
ENSG00000168427,ENSMUSG00000026308
ENSG00000124743,ENSMUSG00000044938
ENSG00000186231,ENSMUSG00000040387
ENSG00000185271,ENSMUSG00000090799
ENSG00000185915,ENSMUSG00000047485
ENSG00000149243,ENSMUSG00000035298
ENSG00000135686,ENSMUSG00000031828
ENSG00000175946,ENSMUSG00000022357
ENSG00000102271,ENSMUSG00000025597
ENSG00000157119,ENSMUSG00000074001
ENSG00000239474,ENSMUSG00000075307
ENSG00000087448,ENSMUSG00000040102
ENSG00000109790,ENSMUSG00000054920
ENSG00000172578,ENSMUSG00000043008
ENSG00000122550,ENSMUSG00000028986
ENSG00000145332,ENSMUSG00000029312
ENSG00000198642,ENSMUSG00000070923
ENSG00000176595,ENSMUSG00000055675
ENSG00000234438,ENSMUSG00000054978
ENSG00000099949,ENSMUSG00000022761
ENSG00000136636,ENSMUSG00000026608
ENSG00000160410,ENSMUSG00000089832
ENSG00000180901,ENSMUSG00000016940
ENSG00000167977,ENSMUSG00000016946
ENSG00000168301,ENSMUSG00000021752
ENSG00000104756,ENSMUSG00000034327
ENSG00000110906,ENSMUSG00000001098
ENSG00000213859,ENSMUSG00000046731
ENSG00000174943,ENSMUSG00000030685
ENSG00000100379,ENSMUSG00000033287
ENSG00000112078,ENSMUSG00000005936
ENSG00000188997,ENSMUSG00000044952
ENSG00000109079,ENSMUSG00000017615
ENSG00000144228,ENSMUSG00000026771
ENSG00000114626,ENSMUSG00000030083
ENSG00000166016,ENSMUSG00000032724
ENSG00000185722,ENSMUSG00000020790
ENSG00000005700,ENSMUSG00000035941
ENSG00000151136,ENSMUSG00000020042
ENSG00000136144,ENSMUSG00000035469
ENSG00000136161,ENSMUSG00000022106
ENSG00000140691,ENSMUSG00000042178
ENSG00000072422,ENSMUSG00000019944
ENSG00000164292,ENSMUSG00000021589
ENSG00000008853,ENSMUSG00000022075
ENSG00000148925,ENSMUSG00000038187
ENSG00000189195,ENSMUSG00000111375
ENSG00000197776,ENSMUSG00000051890
ENSG00000165516,ENSMUSG00000020978
ENSG00000124702,ENSMUSG00000063576
ENSG00000128607,ENSMUSG00000029775
ENSG00000145780,ENSMUSG00000033319
ENSG00000062725,ENSMUSG00000018481
ENSG00000165501,ENSMUSG00000034883
ENSG00000160445,ENSMUSG00000039686
ENSG00000203995,ENSMUSG00000034645
ENSG00000162378,ENSMUSG00000034636
ENSG00000214655,ENSMUSG00000021819
ENSG00000169018,ENSMUSG00000032244
ENSG00000110107,ENSMUSG00000024735
ENSG00000196151,ENSMUSG00000026988
ENSG00000185019,ENSMUSG00000027300
ENSG00000110344,ENSMUSG00000059890
ENSG00000122257,ENSMUSG00000030779
ENSG00000142546,ENSMUSG00000003421
ENSG00000001629,ENSMUSG00000040351
ENSG00000177479,ENSMUSG00000064145
ENSG00000034677,ENSMUSG00000022280
ENSG00000116514,ENSMUSG00000028793
ENSG00000151692,ENSMUSG00000020642
ENSG00000137393,ENSMUSG00000038068
ENSG00000146373,ENSMUSG00000063760
ENSG00000101871,ENSMUSG00000035299
ENSG00000152503,ENSMUSG00000033949
ENSG00000100505,ENSMUSG00000021071
ENSG00000119283,ENSMUSG00000036913
ENSG00000163462,ENSMUSG00000042766
ENSG00000138100,ENSMUSG00000062077
ENSG00000147573,ENSMUSG00000060913
ENSG00000158022,ENSMUSG00000028834
ENSG00000155890,ENSMUSG00000032451
ENSG00000121236,ENSMUSG00000072244
ENSG00000204613,ENSMUSG00000073400
ENSG00000204610,ENSMUSG00000050747
ENSG00000146755,ENSMUSG00000053388
ENSG00000132274,ENSMUSG00000071089
ENSG00000132481,ENSMUSG00000020773
ENSG00000146054,ENSMUSG00000040350
ENSG00000204713,ENSMUSG00000021326
ENSG00000154370,ENSMUSG00000020455
ENSG00000234127,ENSMUSG00000024457
ENSG00000104228,ENSMUSG00000022043
ENSG00000112343,ENSMUSG00000064140
ENSG00000204599,ENSMUSG00000045409
ENSG00000146063,ENSMUSG00000040365
ENSG00000162722,ENSMUSG00000037124
ENSG00000176979,ENSMUSG00000053490
ENSG00000116525,ENSMUSG00000041000
ENSG00000177238,ENSMUSG00000042828
ENSG00000185880,ENSMUSG00000033368
ENSG00000184108,ENSMUSG00000031651
ENSG00000167333,ENSMUSG00000073968
ENSG00000122779,ENSMUSG00000029833
ENSG00000197323,ENSMUSG00000033014
ENSG00000134253,ENSMUSG00000033233
ENSG00000109654,ENSMUSG00000027993
ENSG00000110171,ENSMUSG00000036989
ENSG00000206557,ENSMUSG00000079259
ENSG00000119401,ENSMUSG00000051675
ENSG00000169871,ENSMUSG00000043279
ENSG00000108395,ENSMUSG00000018548
ENSG00000213186,ENSMUSG00000034317
ENSG00000158286,ENSMUSG00000058498
ENSG00000204616,ENSMUSG00000058063
ENSG00000183439,ENSMUSG00000109718
ENSG00000183718,ENSMUSG00000022113
ENSG00000204614,ENSMUSG00000073399
ENSG00000164309,ENSMUSG00000047419
ENSG00000106785,ENSMUSG00000039853
ENSG00000179046,ENSMUSG00000091490
ENSG00000166436,ENSMUSG00000031026
ENSG00000137699,ENSMUSG00000032013
ENSG00000166326,ENSMUSG00000027189
ENSG00000251258,ENSMUSG00000094311
ENSG00000204618,ENSMUSG00000036492
ENSG00000164068,ENSMUSG00000041528
ENSG00000159579,ENSMUSG00000050079
ENSG00000023445,ENSMUSG00000032000
ENSG00000101197,ENSMUSG00000038840
ENSG00000101966,ENSMUSG00000025860
ENSG00000089234,ENSMUSG00000029458
ENSG00000114423,ENSMUSG00000022637
ENSG00000142273,ENSMUSG00000040525
ENSG00000118518,ENSMUSG00000038876
ENSG00000135144,ENSMUSG00000029603
ENSG00000091073,ENSMUSG00000004947
ENSG00000110042,ENSMUSG00000039982
ENSG00000178498,ENSMUSG00000040415
ENSG00000163840,ENSMUSG00000049502
ENSG00000133135,ENSMUSG00000031438
ENSG00000113269,ENSMUSG00000020376
ENSG00000188050,ENSMUSG00000051956
ENSG00000235631,ENSMUSG00000078179
ENSG00000163162,ENSMUSG00000048234
ENSG00000170153,ENSMUSG00000047747
ENSG00000108523,ENSMUSG00000040746
ENSG00000105428,ENSMUSG00000044526
ENSG00000105879,ENSMUSG00000020659
ENSG00000170604,ENSMUSG00000044030
ENSG00000168264,ENSMUSG00000051495
ENSG00000119669,ENSMUSG00000034168
ENSG00000154359,ENSMUSG00000039633
ENSG00000170500,ENSMUSG00000048814
ENSG00000179455,ENSMUSG00000070527
ENSG00000145416,ENSMUSG00000036469
ENSG00000099785,ENSMUSG00000079557
ENSG00000173926,ENSMUSG00000032656
ENSG00000144583,ENSMUSG00000039372
ENSG00000165406,ENSMUSG00000025702
ENSG00000139266,ENSMUSG00000040502
ENSG00000183654,ENSMUSG00000022269
ENSG00000136536,ENSMUSG00000026977
ENSG00000173838,ENSMUSG00000078627
ENSG00000198625,ENSMUSG00000054387
ENSG00000254726,ENSMUSG00000074480
ENSG00000183496,ENSMUSG00000057706
ENSG00000176624,ENSMUSG00000037253
ENSG00000181588,ENSMUSG00000048696
ENSG00000101752,ENSMUSG00000024294
ENSG00000197530,ENSMUSG00000029060
ENSG00000170448,ENSMUSG00000072889
ENSG00000086102,ENSMUSG00000028423
ENSG00000107954,ENSMUSG00000006435
ENSG00000214357,ENSMUSG00000034413
ENSG00000163121,ENSMUSG00000047180
ENSG00000072201,ENSMUSG00000029228
ENSG00000139517,ENSMUSG00000016520
ENSG00000165966,ENSMUSG00000036218
ENSG00000121440,ENSMUSG00000035357
ENSG00000197329,ENSMUSG00000020134
ENSG00000139946,ENSMUSG00000021846
ENSG00000174516,ENSMUSG00000024901
ENSG00000164751,ENSMUSG00000040374
ENSG00000157911,ENSMUSG00000029047
ENSG00000108733,ENSMUSG00000018733
ENSG00000181191,ENSMUSG00000034403
ENSG00000198961,ENSMUSG00000024083
ENSG00000155827,ENSMUSG00000028309
ENSG00000103549,ENSMUSG00000030816
ENSG00000135870,ENSMUSG00000040423
ENSG00000056586,ENSMUSG00000075376
ENSG00000070950,ENSMUSG00000030254
ENSG00000092871,ENSMUSG00000020696
ENSG00000170633,ENSMUSG00000029474
ENSG00000154447,ENSMUSG00000031642
ENSG00000156463,ENSMUSG00000057719
ENSG00000172985,ENSMUSG00000037990
ENSG00000181788,ENSMUSG00000036432
ENSG00000179580,ENSMUSG00000008482
ENSG00000131323,ENSMUSG00000021277
ENSG00000076604,ENSMUSG00000017386
ENSG00000082512,ENSMUSG00000026637
ENSG00000131653,ENSMUSG00000052752
ENSG00000187954,ENSMUSG00000053929
ENSG00000124226,ENSMUSG00000006418
ENSG00000101695,ENSMUSG00000033107
ENSG00000134758,ENSMUSG00000024317
ENSG00000176407,ENSMUSG00000055239
ENSG00000144357,ENSMUSG00000044308
ENSG00000127481,ENSMUSG00000066036
ENSG00000012963,ENSMUSG00000041712
ENSG00000132478,ENSMUSG00000020770
ENSG00000059145,ENSMUSG00000015127
ENSG00000156931,ENSMUSG00000033653
ENSG00000173821,ENSMUSG00000070327
ENSG00000128482,ENSMUSG00000010086
ENSG00000146414,ENSMUSG00000090112
ENSG00000071794,ENSMUSG00000002428
ENSG00000166349,ENSMUSG00000061311
ENSG00000055609,ENSMUSG00000038056
ENSG00000167548,ENSMUSG00000048154
ENSG00000109685,ENSMUSG00000057406
ENSG00000009954,ENSMUSG00000002748
ENSG00000020426,ENSMUSG00000021103
ENSG00000157450,ENSMUSG00000032217
ENSG00000063978,ENSMUSG00000029110
ENSG00000166439,ENSMUSG00000058761
ENSG00000198919,ENSMUSG00000064061
ENSG00000167257,ENSMUSG00000042790
ENSG00000163961,ENSMUSG00000014074
ENSG00000187147,ENSMUSG00000028677
ENSG00000103429,ENSMUSG00000022684
ENSG00000178828,ENSMUSG00000070661
ENSG00000165188,ENSMUSG00000063851
ENSG00000135119,ENSMUSG00000032850
ENSG00000180537,ENSMUSG00000044164
ENSG00000189051,ENSMUSG00000046490
ENSG00000108375,ENSMUSG00000034177
ENSG00000237330,ENSMUSG00000110404
ENSG00000269855,ENSMUSG00000033967
ENSG00000183579,ENSMUSG00000041961
ENSG00000099999,ENSMUSG00000003581
ENSG00000101236,ENSMUSG00000048911
ENSG00000163357,ENSMUSG00000042672
ENSG00000137522,ENSMUSG00000070426
ENSG00000164197,ENSMUSG00000021720
ENSG00000100814,ENSMUSG00000071470
ENSG00000100532,ENSMUSG00000055128
ENSG00000072609,ENSMUSG00000014668
ENSG00000102858,ENSMUSG00000022517
ENSG00000007944,ENSMUSG00000038175
ENSG00000187566,ENSMUSG00000044231
ENSG00000169189,ENSMUSG00000030750
ENSG00000152193,ENSMUSG00000022120
ENSG00000010318,ENSMUSG00000021902
ENSG00000070047,ENSMUSG00000038611
ENSG00000165917,ENSMUSG00000002104
ENSG00000163743,ENSMUSG00000029397
ENSG00000168411,ENSMUSG00000033596
ENSG00000131263,ENSMUSG00000056537
ENSG00000022840,ENSMUSG00000041740
ENSG00000123091,ENSMUSG00000028557
ENSG00000265491,ENSMUSG00000028098
ENSG00000070423,ENSMUSG00000035890
ENSG00000110315,ENSMUSG00000030788
ENSG00000141576,ENSMUSG00000052949
ENSG00000141622,ENSMUSG00000025427
ENSG00000132972,ENSMUSG00000000365
ENSG00000212864,ENSMUSG00000044628
ENSG00000178222,ENSMUSG00000055385
ENSG00000215277,ENSMUSG00000112858
ENSG00000233198,ENSMUSG00000089953
ENSG00000179859,ENSMUSG00000043419
ENSG00000105982,ENSMUSG00000029130
ENSG00000137075,ENSMUSG00000035696
ENSG00000146083,ENSMUSG00000034928
ENSG00000127870,ENSMUSG00000029634
ENSG00000112130,ENSMUSG00000090083
ENSG00000176783,ENSMUSG00000020375
ENSG00000139218,ENSMUSG00000033228
ENSG00000197579,ENSMUSG00000036822
ENSG00000183763,ENSMUSG00000032586
ENSG00000163012,ENSMUSG00000034552
ENSG00000158019,ENSMUSG00000052139
ENSG00000056558,ENSMUSG00000026875
ENSG00000176774,ENSMUSG00000067649
ENSG00000179222,ENSMUSG00000025151
ENSG00000185115,ENSMUSG00000100937
ENSG00000254585,ENSMUSG00000056972
ENSG00000215041,ENSMUSG00000047284
ENSG00000043143,ENSMUSG00000020387
ENSG00000167967,ENSMUSG00000024137
ENSG00000186660,ENSMUSG00000024695
ENSG00000154493,ENSMUSG00000030994
ENSG00000118420,ENSMUSG00000032415
ENSG00000122877,ENSMUSG00000037868
ENSG00000204619,ENSMUSG00000036398
ENSG00000056972,ENSMUSG00000019842
ENSG00000033800,ENSMUSG00000032405
ENSG00000078043,ENSMUSG00000025423
ENSG00000131788,ENSMUSG00000028101
ENSG00000105229,ENSMUSG00000004934
ENSG00000156831,ENSMUSG00000059586
ENSG00000141582,ENSMUSG00000039989
ENSG00000112200,ENSMUSG00000042197
ENSG00000150401,ENSMUSG00000038506
ENSG00000188215,ENSMUSG00000048787
ENSG00000109184,ENSMUSG00000051674
ENSG00000137692,ENSMUSG00000032002
ENSG00000136878,ENSMUSG00000026854
ENSG00000111667,ENSMUSG00000038429
ENSG00000140455,ENSMUSG00000032376
ENSG00000156256,ENSMUSG00000025616
ENSG00000168883,ENSMUSG00000056305
ENSG00000136014,ENSMUSG00000020020
ENSG00000123552,ENSMUSG00000040455
ENSG00000164663,ENSMUSG00000090115
ENSG00000247746,ENSMUSG00000067215
ENSG00000048028,ENSMUSG00000032267
ENSG00000135913,ENSMUSG00000033364
ENSG00000131864,ENSMUSG00000051527
ENSG00000083799,ENSMUSG00000036712
ENSG00000170185,ENSMUSG00000038250
ENSG00000106346,ENSMUSG00000051306
ENSG00000145390,ENSMUSG00000039701
ENSG00000166348,ENSMUSG00000034235
ENSG00000162607,ENSMUSG00000028560
ENSG00000036672,ENSMUSG00000032010
ENSG00000152484,ENSMUSG00000029640
ENSG00000184979,ENSMUSG00000030107
ENSG00000273820,ENSMUSG00000046269
ENSG00000109189,ENSMUSG00000054814
ENSG00000170236,ENSMUSG00000027364
ENSG00000132952,ENSMUSG00000041264
ENSG00000163930,ENSMUSG00000021901
ENSG00000121022,ENSMUSG00000025917
ENSG00000124356,ENSMUSG00000006906
ENSG00000138134,ENSMUSG00000024776
ENSG00000008382,ENSMUSG00000003199
ENSG00000162601,ENSMUSG00000062627
ENSG00000019995,ENSMUSG00000030967
ENSG00000101901,ENSMUSG00000041718
ENSG00000089723,ENSMUSG00000021203
ENSG00000165312,ENSMUSG00000043415
ENSG00000164164,ENSMUSG00000036990
ENSG00000068308,ENSMUSG00000031154
ENSG00000189401,ENSMUSG00000051582
ENSG00000155100,ENSMUSG00000040550
ENSG00000154124,ENSMUSG00000046034
ENSG00000143409,ENSMUSG00000038712
ENSG00000128923,ENSMUSG00000042444
ENSG00000148481,ENSMUSG00000026767
ENSG00000106125,ENSMUSG00000038022
ENSG00000123594,ENSMUSG00000021189
ENSG00000100221,ENSMUSG00000022426
ENSG00000161677,ENSMUSG00000038695
ENSG00000153975,ENSMUSG00000039531
ENSG00000079387,ENSMUSG00000033075
ENSG00000161956,ENSMUSG00000005204
ENSG00000119231,ENSMUSG00000022772
ENSG00000112701,ENSMUSG00000034252
ENSG00000138468,ENSMUSG00000052917
ENSG00000166192,ENSMUSG00000051705
ENSG00000168090,ENSMUSG00000019494
ENSG00000166200,ENSMUSG00000027206
ENSG00000141030,ENSMUSG00000019373
ENSG00000138663,ENSMUSG00000035297
ENSG00000111652,ENSMUSG00000030127
ENSG00000144524,ENSMUSG00000026240
ENSG00000198612,ENSMUSG00000034432
ENSG00000169727,ENSMUSG00000025156
ENSG00000103326,ENSMUSG00000037326
ENSG00000156639,ENSMUSG00000044477
ENSG00000086666,ENSMUSG00000030629
ENSG00000244687,ENSMUSG00000078923
ENSG00000087206,ENSMUSG00000025878
ENSG00000102921,ENSMUSG00000031652
ENSG00000122481,ENSMUSG00000028133
ENSG00000100418,ENSMUSG00000022472
ENSG00000134882,ENSMUSG00000041765
ENSG00000100263,ENSMUSG00000034175
ENSG00000116141,ENSMUSG00000026620
ENSG00000075413,ENSMUSG00000007411
ENSG00000142178,ENSMUSG00000024042
ENSG00000160584,ENSMUSG00000034135
ENSG00000131023,ENSMUSG00000040021
ENSG00000150457,ENSMUSG00000021959
ENSG00000174292,ENSMUSG00000001583
ENSG00000061938,ENSMUSG00000022791
ENSG00000163788,ENSMUSG00000038145
ENSG00000123374,ENSMUSG00000025358
ENSG00000064393,ENSMUSG00000061436
ENSG00000154127,ENSMUSG00000032020
ENSG00000160185,ENSMUSG00000042345
ENSG00000142002,ENSMUSG00000001229
ENSG00000178685,ENSMUSG00000063268
ENSG00000138778,ENSMUSG00000045328
ENSG00000147130,ENSMUSG00000031310
ENSG00000170734,ENSMUSG00000023953
ENSG00000122008,ENSMUSG00000021668
ENSG00000101751,ENSMUSG00000038425
ENSG00000135945,ENSMUSG00000026082
ENSG00000188827,ENSMUSG00000039738
ENSG00000198924,ENSMUSG00000025077
ENSG00000198690,ENSMUSG00000033458
ENSG00000162585,ENSMUSG00000073684
ENSG00000152422,ENSMUSG00000021615
ENSG00000109674,ENSMUSG00000039396
ENSG00000139372,ENSMUSG00000034674
ENSG00000186871,ENSMUSG00000051220
ENSG00000111802,ENSMUSG00000035958
ENSG00000137073,ENSMUSG00000028433
ENSG00000143569,ENSMUSG00000042520
ENSG00000035928,ENSMUSG00000029191
ENSG00000124535,ENSMUSG00000021400
ENSG00000121988,ENSMUSG00000036086
ENSG00000078177,ENSMUSG00000037795
ENSG00000163104,ENSMUSG00000029920
ENSG00000048649,ENSMUSG00000035623
ENSG00000176399,ENSMUSG00000043753
ENSG00000142700,ENSMUSG00000047143
ENSG00000270647,ENSMUSG00000020680
ENSG00000129691,ENSMUSG00000031575
ENSG00000136826,ENSMUSG00000003032
ENSG00000171681,ENSMUSG00000030213
ENSG00000015153,ENSMUSG00000022634
ENSG00000182979,ENSMUSG00000021144
ENSG00000087152,ENSMUSG00000059995
ENSG00000163635,ENSMUSG00000021738
ENSG00000083544,ENSMUSG00000022019
ENSG00000005339,ENSMUSG00000022521
ENSG00000118513,ENSMUSG00000019982
ENSG00000064218,ENSMUSG00000042372
ENSG00000182944,ENSMUSG00000009079
ENSG00000163602,ENSMUSG00000072872
ENSG00000143379,ENSMUSG00000015697
ENSG00000121741,ENSMUSG00000021945
ENSG00000008083,ENSMUSG00000038518
ENSG00000130816,ENSMUSG00000004099
ENSG00000089902,ENSMUSG00000037896
ENSG00000163214,ENSMUSG00000035051
ENSG00000003756,ENSMUSG00000032580
ENSG00000004534,ENSMUSG00000032582
ENSG00000182872,ENSMUSG00000031060
ENSG00000132485,ENSMUSG00000028180
ENSG00000177483,ENSMUSG00000070732
ENSG00000174231,ENSMUSG00000020850
ENSG00000162231,ENSMUSG00000010097
ENSG00000102053,ENSMUSG00000035045
ENSG00000149289,ENSMUSG00000035164
ENSG00000178199,ENSMUSG00000039981
ENSG00000154059,ENSMUSG00000024423
ENSG00000078687,ENSMUSG00000025571
ENSG00000114735,ENSMUSG00000032579
ENSG00000168884,ENSMUSG00000059866
ENSG00000145901,ENSMUSG00000020400
ENSG00000050730,ENSMUSG00000044162
ENSG00000198933,ENSMUSG00000038517
ENSG00000136738,ENSMUSG00000026718
ENSG00000115145,ENSMUSG00000055371
ENSG00000151116,ENSMUSG00000043262
ENSG00000166971,ENSMUSG00000031667
ENSG00000136100,ENSMUSG00000031479
ENSG00000102189,ENSMUSG00000036499
ENSG00000063245,ENSMUSG00000035203
ENSG00000072134,ENSMUSG00000001036
ENSG00000049283,ENSMUSG00000010080
ENSG00000085832,ENSMUSG00000028552
ENSG00000131381,ENSMUSG00000014550
ENSG00000100083,ENSMUSG00000033128
ENSG00000103365,ENSMUSG00000030872
ENSG00000125447,ENSMUSG00000020740
ENSG00000215695,ENSMUSG00000078515
ENSG00000141198,ENSMUSG00000020541
ENSG00000175662,ENSMUSG00000000538
ENSG00000076513,ENSMUSG00000041870
ENSG00000198720,ENSMUSG00000037907
ENSG00000172932,ENSMUSG00000005986
ENSG00000138180,ENSMUSG00000024989
ENSG00000146776,ENSMUSG00000020564
ENSG00000162650,ENSMUSG00000048997
ENSG00000111832,ENSMUSG00000019782
ENSG00000013392,ENSMUSG00000032417
ENSG00000156253,ENSMUSG00000041079
ENSG00000182552,ENSMUSG00000031568
ENSG00000100441,ENSMUSG00000047153
ENSG00000180891,ENSMUSG00000018378
ENSG00000107874,ENSMUSG00000036748
ENSG00000196821,ENSMUSG00000056692
ENSG00000123352,ENSMUSG00000051934
ENSG00000196141,ENSMUSG00000038305
ENSG00000153443,ENSMUSG00000039568
ENSG00000185262,ENSMUSG00000050628
ENSG00000246922,ENSMUSG00000086228
ENSG00000136827,ENSMUSG00000026849
ENSG00000136816,ENSMUSG00000026848
ENSG00000160404,ENSMUSG00000009563
ENSG00000186283,ENSMUSG00000060519
ENSG00000198113,ENSMUSG00000059555
ENSG00000165661,ENSMUSG00000036327
ENSG00000107317,ENSMUSG00000015090
ENSG00000146267,ENSMUSG00000028246
ENSG00000198431,ENSMUSG00000020250
ENSG00000197763,ENSMUSG00000000811
ENSG00000085831,ENSMUSG00000028555
ENSG00000155158,ENSMUSG00000038172
ENSG00000125089,ENSMUSG00000036553
ENSG00000139865,ENSMUSG00000046782
ENSG00000182973,ENSMUSG00000056167
ENSG00000169247,ENSMUSG00000045629
ENSG00000104892,ENSMUSG00000040714
ENSG00000121957,ENSMUSG00000027883
ENSG00000068724,ENSMUSG00000036918
ENSG00000119041,ENSMUSG00000041303
ENSG00000167094,ENSMUSG00000039021
ENSG00000126214,ENSMUSG00000021288
ENSG00000148843,ENSMUSG00000025047
ENSG00000140463,ENSMUSG00000025235
ENSG00000198363,ENSMUSG00000028207
ENSG00000101161,ENSMUSG00000002455
ENSG00000119922,ENSMUSG00000045932
ENSG00000100403,ENSMUSG00000022390
ENSG00000113638,ENSMUSG00000022151
ENSG00000109771,ENSMUSG00000031637
ENSG00000163728,ENSMUSG00000027677
ENSG00000133858,ENSMUSG00000034163
ENSG00000114757,ENSMUSG00000027674
ENSG00000183878,ENSMUSG00000068457
ENSG00000052841,ENSMUSG00000027194
ENSG00000018699,ENSMUSG00000024078
ENSG00000116701,ENSMUSG00000026480
ENSG00000198730,ENSMUSG00000005609
ENSG00000165533,ENSMUSG00000021013
ENSG00000183891,ENSMUSG00000066637
ENSG00000137171,ENSMUSG00000003546
ENSG00000076924,ENSMUSG00000019470
ENSG00000165914,ENSMUSG00000033530
ENSG00000011295,ENSMUSG00000042298
ENSG00000168026,ENSMUSG00000032514
ENSG00000137473,ENSMUSG00000037101
ENSG00000172425,ENSMUSG00000039438
ENSG00000006555,ENSMUSG00000034919
ENSG00000103852,ENSMUSG00000030555
ENSG00000066185,ENSMUSG00000070806
ENSG00000123607,ENSMUSG00000034848
ENSG00000174996,ENSMUSG00000024862
ENSG00000115183,ENSMUSG00000035168
ENSG00000136319,ENSMUSG00000006288
ENSG00000188747,ENSMUSG00000036805
ENSG00000145386,ENSMUSG00000027715
ENSG00000130222,ENSMUSG00000021453
ENSG00000101003,ENSMUSG00000027454
ENSG00000005156,ENSMUSG00000020697
ENSG00000143033,ENSMUSG00000029267
ENSG00000091651,ENSMUSG00000031697
ENSG00000101868,ENSMUSG00000006678
ENSG00000175482,ENSMUSG00000024854
ENSG00000115350,ENSMUSG00000030042
ENSG00000147224,ENSMUSG00000031432
ENSG00000111445,ENSMUSG00000029363
ENSG00000178966,ENSMUSG00000035367
ENSG00000167325,ENSMUSG00000030978
ENSG00000136450,ENSMUSG00000018379
ENSG00000101945,ENSMUSG00000039231
ENSG00000134899,ENSMUSG00000026048
ENSG00000174371,ENSMUSG00000039748
ENSG00000080345,ENSMUSG00000036202
ENSG00000152256,ENSMUSG00000006494
ENSG00000197275,ENSMUSG00000078773
ENSG00000147889,ENSMUSG00000044303
ENSG00000132781,ENSMUSG00000028687
ENSG00000084774,ENSMUSG00000013629
ENSG00000013810,ENSMUSG00000037313
ENSG00000109339,ENSMUSG00000046709
ENSG00000097046,ENSMUSG00000029283
ENSG00000177084,ENSMUSG00000007080
ENSG00000114026,ENSMUSG00000030271
ENSG00000073050,ENSMUSG00000051768
ENSG00000140525,ENSMUSG00000039187
ENSG00000140521,ENSMUSG00000039176
ENSG00000166313,ENSMUSG00000037032
ENSG00000157106,ENSMUSG00000030655
ENSG00000103540,ENSMUSG00000033904
