Gene,ENSEMBL,Gene Synonyms,Subprocess,Class,Group,Hallmark
DNAJB11,ENSG00000090520,"ABBP-2, ABBP2, Dj-9, DJ9, EDJ, ERdj3, ERj3, ERJ3, ERj3p, HDJ9, PKD6, PRO1080, UNQ537",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJB12,ENSG00000148719,DJ10,ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJB13,ENSG00000187726,"CILD34, RSPH16A, TSARG3, TSARG5, TSARG6",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJB14,ENSG00000164031,"EGNR9427, PRO34683",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC1,ENSG00000136770,"DNAJL1, ERdj1, HTJ1, MTJ1",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC3,ENSG00000102580,"ACPHD, ERdj6, HP58, P58, p58(IPK), P58IPK, PRKRI",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC5,ENSG00000101152,"CLN4, CLN4B, CSP, DNAJC5A, mir-941-2, mir-941-3, mir-941-4, mir-941-5, NCL",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC5B,ENSG00000147570,"CSP-beta, CSPBETA",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC5G,ENSG00000163793,CSP-gamma,ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC10,ENSG00000077232,"ERdj5, ERDJ5, JPDI, MTHr, PDIA19",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC14,ENSG00000135392,"DNAJ, DRIP78, HDJ3, LIP6",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC18,ENSG00000170464,(none known),ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC22,ENSG00000178401,wus,ER proteostasis,Chaperone,HSP70 system,Proteostasis
SEC63,ENSG00000025796,"DNAJC23, ERdj2, PCLD2, PRO2507, SEC63L",ER proteostasis,Chaperone,HSP70 system,Proteostasis
DNAJC28,ENSG00000177692,"C21orf55, C21orf78",ER proteostasis,Chaperone,HSP70 system,Proteostasis
HYOU1,ENSG00000149428,"GRP-170, Grp170, GRP170, HSP12A, IMD59, ORP-150, ORP150",ER proteostasis,Chaperone,HSP70 system,Proteostasis
SIL1,ENSG00000120725,"BAP, MSS, ULG5",ER proteostasis,Chaperone,HSP70 system,Proteostasis
MANF,ENSG00000145050,"ARMET, ARP",ER proteostasis,Chaperone,HSP70 system,Proteostasis
SDF2,ENSG00000132581,(none known),ER proteostasis,Chaperone,HSP70 system,Proteostasis
SDF2L1,ENSG00000128228,(none known),ER proteostasis,Chaperone,HSP70 system,Proteostasis
FICD,ENSG00000198855,"HIP13, HYPE, UNQ3041",ER proteostasis,Chaperone,HSP70 system,Proteostasis
HSP90B1,ENSG00000166598,"ECGP, GP96, GRP94, HEL35, HEL-S-125m, TRA1",ER proteostasis,Chaperone,HSP90 system,Proteostasis
MZB1,ENSG00000170476,"MEDA-7, MEDA7, PACAP, pERp1",ER proteostasis,Chaperone,HSP90 system,Proteostasis
CNPY3,ENSG00000137161,"CAG4A, CTG4A, EIEE60, ERDA5, PRAT4A, TNRC5",ER proteostasis,Chaperone,HSP90 system,Proteostasis
BSG,ENSG00000172270,"5F7, CD147, EMMPRIN, EMPRIN, OK, SLC7A11, TCSF",ER proteostasis,Chaperone,Chaperone for MCT1-4,Proteostasis
EMB,ENSG00000170571,GP70,ER proteostasis,Chaperone,Chaperone for MCT1-4,Proteostasis
RIC3,ENSG00000166405,"AYST720, PRO1385",ER proteostasis,Chaperone,Chaperone for various receptors,Proteostasis
AGR2,ENSG00000106541,"AG-2, AG2, GOB-4, HAG-2, HEL-S-116, HPC8, PDIA17, XAG-2",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
AGR3,ENSG00000173467,"AG-3, AG3, BCMP11, hAG-3, HAG3, PDIA18",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
CASQ1,ENSG00000143318,"CASQ, PDIB1, VMCQA",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
CASQ2,ENSG00000118729,PDIB2,ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
DNAJC10,ENSG00000077232,"ERdj5, ERDJ5, JPDI, MTHr, PDIA19",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
ERP27,ENSG00000139055,"C12orf46, PDIA8",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
ERP29,ENSG00000089248,"C12orf8, ERp28, ERP28, ERp31, HEL-S-107, PDIA9, PDI-DB",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
ERP44,ENSG00000023318,"KIAA0573, PDIA10, TXNDC4",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
P4HB,ENSG00000185624,"CLCRP1, DSI, ERBA2L, GIT, P4Hbeta, PDI, PDIA1, PHDB, PO4DB, PO4HB, PROHB",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
PDIA2,ENSG00000185615,"PDA2, PDI, PDIP, PDIR",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
PDIA3,ENSG00000167004,"ER60, ERp57, ERP57, ERp60, ERP60, ERp61, GRP57, GRP58, HEL-S-269, HEL-S-93n, HsT17083, P58, PI-PLC",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
PDIA4,ENSG00000155660,"ERP70, ERp-72, ERP72",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
PDIA5,ENSG00000065485,PDIR,ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
PDIA6,ENSG00000143870,"ERP5, P5, TXNDC7",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
PDILT,ENSG00000169340,PDIA7,ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TMX1,ENSG00000139921,"PDIA11, TMX, TXNDC, TXNDC1",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TMX2,ENSG00000213593,"CGI-31, NEDMCMS, PDIA12, PIG26, TXNDC14",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TMX3,ENSG00000166479,"KIAA1830, PDIA13, TXNDC10",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TMX4,ENSG00000125827,"DJ971N18.2, KIAA1162, PDIA14, TXNDC13",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TXNDC5,ENSG00000239264,"ENDOPDI, ERP46, HCC-2, HCC2, PDIA15, STRF8, TLP46, UNQ364",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TXNDC11,ENSG00000153066,EFP1,ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TXNDC12,ENSG00000117862,"AG1, AGR1, ERP16, ERP18, ERP19, hAG-1, hTLP19, PDIA16, TLP19",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
TXNDC16,ENSG00000087301,"ERp90, ERP90, KIAA1344",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
ERO1A,ENSG00000197930,"ERO1-alpha, Ero1alpha, ERO1-L, ERO1L, ERO1LA, ERO1-L-alpha",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
ERO1B,ENSG00000086619,"Ero1beta, ERO1LB",ER proteostasis,Folding enzyme,Protein disulfide isomerases,Proteostasis
PRDX1,ENSG00000117450,"MSP23, NKEF-A, NKEFA, PAG, PAGA, PAGB, PRX1, PRXI, TDPX2",ER proteostasis,Folding enzyme,Peroxiredoxins,Proteostasis
PRDX3,ENSG00000165672,"AOP-1, AOP1, HBC189, MER5, PRO1748, prx-III, SP-22",ER proteostasis,Folding enzyme,Peroxiredoxins,Proteostasis
PRDX4,ENSG00000123131,"AOE37-2, AOE372, HEL-S-97n, PRX-4",ER proteostasis,Folding enzyme,Peroxiredoxins,Proteostasis
PPIB,ENSG00000166794,"B, CYPB, CYP-S1, HEL-S-39, OI9, SCYLP",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
PPIC,ENSG00000168938,CYPC,ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
CAMLG,ENSG00000164615,"CAML, GET2",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
FKBP2,ENSG00000173486,"FKBP-13, FKBP13, PPIase",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
FKBP7,ENSG00000079150,"FKBP23, PPIase",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
FKBP9,ENSG00000122642,"FKBP60, FKBP63, PPIase",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
FKBP10,ENSG00000141756,"BRKS1, FKBP65, hFKBP65, OI11, OI6, PPIASE",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
FKBP11,ENSG00000134285,FKBP19,ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
FKBP14,ENSG00000106080,"EDSKMH, EDSKSCL2, FKBP22, IPBP12",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
FKBP15,ENSG00000119321,"FKBP133, KIAA0674, PPP1R76",ER proteostasis,Folding enzyme,Peptidyl-prolyl isomerases,Proteostasis
P4HA1,ENSG00000122884,P4HA,ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
P4HA2,ENSG00000072682,MYP25,ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
P4HA3,ENSG00000149380,(none known),ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
P4HB,ENSG00000185624,"CLCRP1, DSI, ERBA2L, GIT, P4Hbeta, PDI, PDIA1, PHDB, PO4DB, PO4HB, PROHB",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
PLOD1,ENSG00000083444,"EDS6, EDSKCL1, LH, LH1, LLH, PLOD",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
PLOD2,ENSG00000152952,"BRKS2, LH2, TLH",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
PLOD3,ENSG00000106397,LH3,ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
P3H1,ENSG00000117385,"GROS1, LEPRE1, OI8",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
P3H2,ENSG00000090530,"LEPREL1, MCVD, MLAT4",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
P3H3,ENSG00000110811,"GRCB, HSU47926, LEPREL2",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
COLGALT1,ENSG00000130309,"BSVD3, ColGalT 1, GLT25D1",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
COLGALT2,ENSG00000198756,"C1orf17, ColGalT 2, GLT25D2, KIAA0584",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
CRTAP,ENSG00000170275,"CASP, LEPREL3, OI7, P3H5",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
PGGHG,ENSG00000142102,ATHL1,ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
PPIB,ENSG00000166794,"B, CYPB, CYP-S1, HEL-S-39, OI9, SCYLP",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
SERPINH1,ENSG00000149257,"AsTP3, CBP1, CBP2, gp46, HSP47, OI10, PIG14, PPROM, RA-A47, SERPINH2",ER proteostasis,Maturation and folding of specific substrates,ER collagen processing and folding,Proteostasis
SEC61A1,ENSG00000058262,"HNFJ4, HSEC61, SEC61, SEC61A",ER proteostasis,Protein transport,SEC61 channel complex component,Proteostasis
SEC61A2,ENSG00000065665,(none known),ER proteostasis,Protein transport,SEC61 channel complex component,Proteostasis
SEC61B,ENSG00000106803,(none known),ER proteostasis,Protein transport,SEC61 channel complex component,Proteostasis
SEC61G,ENSG00000132432,SSS1,ER proteostasis,Protein transport,SEC61 channel complex component,Proteostasis
SEC62,ENSG00000008952,"Dtrp1, HTP1, TLOC1, TP-1",ER proteostasis,Protein transport,SEC61 channel complex component,Proteostasis
SEC63,ENSG00000025796,"DNAJC23, ERdj2, PCLD2, PRO2507, SEC63L",ER proteostasis,Protein transport,SEC61 channel complex component,Proteostasis
SRP9,ENSG00000143742,ALURBP,ER proteostasis,Protein transport,Signal recognition particle component,Proteostasis
SRP14,ENSG00000140319,ALURBP,ER proteostasis,Protein transport,Signal recognition particle component,Proteostasis
SRP19,ENSG00000153037,(none known),ER proteostasis,Protein transport,Signal recognition particle component,Proteostasis
SRP54,ENSG00000100883,SCN8,ER proteostasis,Protein transport,Signal recognition particle component,Proteostasis
SRP68,ENSG00000167881,(none known),ER proteostasis,Protein transport,Signal recognition particle component,Proteostasis
SRP72,ENSG00000174780,"BMFF, BMFS1, HEL103",ER proteostasis,Protein transport,Signal recognition particle component,Proteostasis
SRPRA,ENSG00000182934,"DP, Sralpha, SRPR",ER proteostasis,Protein transport,SRP receptor subunit,Proteostasis
SRPRB,ENSG00000144867,"APMCF1, SR-beta",ER proteostasis,Protein transport,SRP receptor subunit,Proteostasis
SSR1,ENSG00000124783,TRAPA,ER proteostasis,Protein transport,TRAP complex component,Proteostasis
SSR2,ENSG00000163479,"HSD25, TLAP, TRAPB, TRAP-BETA",ER proteostasis,Protein transport,TRAP complex component,Proteostasis
SSR3,ENSG00000114850,TRAPG,ER proteostasis,Protein transport,TRAP complex component,Proteostasis
SSR4,ENSG00000180879,"CDG1Y, TRAPD",ER proteostasis,Protein transport,TRAP complex component,Proteostasis
TRAM1,ENSG00000067167,"PNAS8, TRAM, TRAMP",ER proteostasis,Protein transport,SEC61 channel accessory protein,Proteostasis
TRAM2,ENSG00000065308,KIAA0057,ER proteostasis,Protein transport,SEC61 channel accessory protein,Proteostasis
TRAM1L1,ENSG00000174599,(none known),ER proteostasis,Protein transport,SEC61 channel accessory protein,Proteostasis
SERP1,ENSG00000120742,RAMP4,ER proteostasis,Protein transport,SEC61 channel accessory protein,Proteostasis
SERP2,ENSG00000151778,"bA269C23.1, C13orf21",ER proteostasis,Protein transport,SEC61 channel accessory protein,Proteostasis
SPCS1,ENSG00000114902,"HSPC033, SPC1, SPC12, YJR010C-A",ER proteostasis,Protein transport,ER signal peptidase,Proteostasis
SPCS2,ENSG00000118363,"KIAA0102, SPC25",ER proteostasis,Protein transport,ER signal peptidase,Proteostasis
SPCS3,ENSG00000129128,"PRO3567, SPC22, SPC22/23, SPC23, SPC3, YLR066W",ER proteostasis,Protein transport,ER signal peptidase,Proteostasis
SEC11A,ENSG00000140612,"1810012E07Rik, SEC11L1, sid2895, SPC18, SPCS4A",ER proteostasis,Protein transport,ER signal peptidase,Proteostasis
SEC11C,ENSG00000166562,"SEC11L3, SPC21, SPCS4C",ER proteostasis,Protein transport,ER signal peptidase,Proteostasis
GET1,ENSG00000182093,"CHD5, WRB",ER proteostasis,Protein transport,GET pathway component,Proteostasis
CAMLG,ENSG00000164615,"CAML, GET2",ER proteostasis,Protein transport,GET pathway component,Proteostasis
GET3,ENSG00000198356,"ARSA1, ARSA-I, ASNA1, ASNA-I, TRC40",ER proteostasis,Protein transport,GET pathway component,Proteostasis
GET4,ENSG00000239857,"C7orf20, CEE, CGI-20, TRC35",ER proteostasis,Protein transport,GET pathway component,Proteostasis
SGTA,ENSG00000104969,"alphaSGT, hSGT, SGT, SGT1",ER proteostasis,Protein transport,GET pathway component,Proteostasis
SGTB,ENSG00000197860,SGT2,ER proteostasis,Protein transport,GET pathway component,Proteostasis
BAG6,ENSG00000204463,"BAG-6, BAT3, D6S52E, G3",ER proteostasis,Protein transport,GET pathway component,Proteostasis
UBL4A,ENSG00000102178,"DX254E, DXS254E, G6PD, GDX, GET5, MDY2, TMA24, UBL4",ER proteostasis,Protein transport,GET pathway component,Proteostasis
TMCO1,ENSG00000143183,"HP10122, PCIA3, PNAS-136, TMCC4",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
RAB5IF,ENSG00000101084,"C20orf24, PNAS-11, OPTI, RCAF1, RIP5",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
NCLN,ENSG00000125912,NET59,ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
TMEM147,ENSG00000105677,NIFIE14,ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
NOMO1,ENSG00000103512,"Nomo, PM5",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
NOMO2,ENSG00000185164,"Nomo, PM5",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
NOMO3,ENSG00000103226,Nomo,ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
CCDC47,ENSG00000108588,"GK001, MSTP041, THNS",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
WDR83OS,ENSG00000105583,"ASTERIX, C19orf56, PTD008",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC1,ENSG00000127463,"CAVIPMR, KIAA0090",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC2,ENSG00000104412,"KIAA0103, TTC35",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC3,ENSG00000125037,"POB, TMEM111",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC4,ENSG00000128463,"PIG17, TMEM85",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
MMGT1,ENSG00000169446,"EMC5, TMEM32",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC6,ENSG00000127774,"RAB5IFL, TMEM93",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC7,ENSG00000134153,"C11orf3, C15orf24, HT022, ORF1-FL1",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC8,ENSG00000131148,"C16orf2, C16orf4, COX4AL, COX4NB, FAM158B, NOC4",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC9,ENSG00000100908,"C14orf122, CGI-112, FAM158A",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
EMC10,ENSG00000161671,"C19orf63, HSM1, HSS1, INM02",ER proteostasis,Protein transport,Transmembrane protein import,Proteostasis
ATP13A1,ENSG00000105726,"ATP13A, CGI-152",ER proteostasis,Protein transport,Removal of misinserted transmembrane proteins,Proteostasis
SEC13,ENSG00000157020,"D3S1231E, npp-20, SEC13L1, SEC13R",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC31A,ENSG00000138674,"ABP125, ABP130, HSPC275, HSPC334, KIAA0905, NEDSOSB, SEC31L1",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC31B,ENSG00000075826,"SEC31B-1, SEC31L2",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC23A,ENSG00000100934,"CLSD, hSec23A",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC23B,ENSG00000101310,"CDA-II, CDAII, CDAN2, CWS7, HEMPAS, hSec23B",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC23IP,ENSG00000107651,"MSTP053, P125, P125A",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC24A,ENSG00000113615,(none known),ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC24B,ENSG00000138802,SEC24,ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC24C,ENSG00000176986,KIAA0079,ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SEC24D,ENSG00000150961,"CLCRP2, KIAA0755",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SAR1A,ENSG00000079332,"masra2, SAR1, Sara, SARA, SARA1",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
SAR1B,ENSG00000152700,"ANDD, CMRD, GTBPB, SARA2, SARB",ER proteostasis,Protein transport,Anterograde transport,Proteostasis
COPA,ENSG00000122218,"AILJK, alpha-COP, HEP-COP",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
COPB1,ENSG00000129083,COPB,ER proteostasis,Protein transport,Retrograde transport,Proteostasis
COPB2,ENSG00000184432,"beta'-COP, MCPH19",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
COPE,ENSG00000105669,epsilon-COP,ER proteostasis,Protein transport,Retrograde transport,Proteostasis
COPG1,ENSG00000181789,COPG,ER proteostasis,Protein transport,Retrograde transport,Proteostasis
COPG2,ENSG00000158623,"2-COP, gamma-2-COP",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
COPZ1,ENSG00000111481,"CGI-120, COPZ, HSPC181, zeta1-COP, zeta-COP",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
COPZ2,ENSG00000005243,zeta2-COP,ER proteostasis,Protein transport,Retrograde transport,Proteostasis
ARCN1,ENSG00000095139,"COPD, SRMMD",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
ARF1,ENSG00000143761,PVNH8,ER proteostasis,Protein transport,Retrograde transport,Proteostasis
SCYL1,ENSG00000142186,"CVAK90, GKLP, HT019, NKTL, NTKL, P105, SCAR21, TAPK, TEIF, TRAP",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
TMED3,ENSG00000166557,"C15orf22, P24B, p24g4, p24gamma4, p26",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
TMED7,ENSG00000134970,"CGI-109, p24g3, p24gamma3, p27",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
KDELR1,ENSG00000105438,"ERD2, ERD2.1, HDEL, PM23",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
KDELR2,ENSG00000136240,"ELP-1, ERD2.2",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
KDELR3,ENSG00000100196,ERD2L3,ER proteostasis,Protein transport,Retrograde transport,Proteostasis
MYDGF,ENSG00000074842,"C19orf10, EUROIMAGE1875335, IL25, IL27, IL27w, R33729_1, SF20",ER proteostasis,Protein transport,Retrograde transport,Proteostasis
DAD1,ENSG00000129562,OST2,ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
DDOST,ENSG00000244038,"AGER1, CDG1R, GATD6, KIAA0115, OKSWcl45, OST, OST48, WBP1",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
MAGT1,ENSG00000102158,"bA217H1.1, CDG1CC, IAG2, IAP, MRX95, OST3B, PRO0756, SLC58A1, XMEN",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
OSTC,ENSG00000198856,DC2,ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
RPN1,ENSG00000163902,"OST1, RBPH1",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
RPN2,ENSG00000118705,"RIBIIR, RPN-II, RPNII, SWP1",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
STT3A,ENSG00000134910,"ITM1, STT3-A, TMC",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
STT3B,ENSG00000163527,"CDG1X, SIMP, STT3-B",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
TUSC3,ENSG00000104723,"D8S1992, M33, MagT2, MRT22, MRT7, N33, OST3A, SLC58A2",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
KRTCAP2,ENSG00000163463,KCP2,ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
MOGS,ENSG00000115275,"CDG2B, CWH41, DER7, GCS1",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
GANAB,ENSG00000089597,"G2AN, GIIA, GLUII, KIAA0088, PKD3",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
PRKCSH,ENSG00000130175,"AGE-R2, G19P1, GIIB, PCLD, PCLD1, PKCSH, PLD1, VASAP-60",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
MAN1B1,ENSG00000177239,"ERMAN1, ERManI, MANA-ER, MRT15",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
EDEM1,ENSG00000134109,"EDEM, KIAA0212",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
EDEM2,ENSG00000088298,"bA4204.1, C20orf31, C20orf49",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
EDEM3,ENSG00000116406,C1orf22,ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
UGGT1,ENSG00000136731,"HUGT1, UGCGL1, UGT1",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
UGGT2,ENSG00000102595,"HUGT2, UGCGL2, UGT2",ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
SELENOF,ENSG00000183291,SEP15,ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
MLEC,ENSG00000110917,KIAA0152,ER proteostasis,Glycoproteostasis,N-glycosylation system,Proteostasis
